Nome,Desenvolvedor,Distribuidora,Indie,Quantidade de Review,Review Médio,Plataforma,Singleplayer,Multiplayer,Data de Lançamento,Linguagens Interface,Linguagens Dublagem,Linguagens Legenda,Processador,Memória Ram,Placa de Vídeo,Espaço em Disco,Preço
Opaline,Warfare Studios ,Aldorlea Games ,Sim,32,Mostly Positive,1,Não,Não,5 May 2017,1,0,0,,,,,"12,39"
Time Carnage VR,Wales Interactive ,Wales Interactive ,Não,53,Mostly Positive,1,Não,Não,10 Apr 2018,9,1,9,,,,,"37,99"
Time Transit VR,Freetime Studio ,Freetime Studio ,Não,31,Mostly Positive,1,Não,Não,26 Feb 2019,1,1,1,,8,NVIDIA-1080,21,"37,99"
The Wild Eternal,Ilsanjo ,Ilsanjo ,Não,78,Mostly Positive,1,Sim,Não,13 Apr 2017,1,1,1,,,,,"27,99"
Skytropolis,Mythical City Games ,LNG Studios ,Não,21,Mostly Positive,2,Não,Não,2 Nov 2017,1,0,1,outros,8,NVIDIA-GTX-1070,1,"47,49"
Journal,Locked Door Puzzle ,Lupus Studios Limited ,Sim,305,Mostly Positive,3,Sim,Não,17 Feb 2014,1,1,1,,,,,"20,69"
Hunting Unlimited 4,SCS Software ,Ziggurat ,Não,11,Mostly Positive,1,Não,Não,24 Oct 2006,1,1,1,outros,2,GEFORCE-7600,0.6,"19,99"
炼器师,岗成年 ,岗成年 ,Sim,32,Mostly Positive,1,Sim,Não,5 Sep 2020,2,0,1,outros,8.0,outros,500,"8,69"
Starters Orders 6 Horse Racing,Strategic Designs Ltd. ,Strategic Designs Ltd. ,Não,76,Mostly Positive,1,Não,Não,29 Jun 2016,1,1,1,outros,4,outros,4,"59,99"
The Temporal Invasion,Hybriona Labs ,Hybriona Labs ,Sim,70,Mostly Positive,3,Não,Não,4 Jul 2016,1,0,0,,,,,"14,49"
云聚：失落的魔法 Magic Ganglia,Guangzhou yimi information technology company ,Guangzhou yimi information technology company ,Sim,106,Mostly Positive,1,Não,Não,15 Aug 2019,2,2,2,,,,,"27,89"
World of Zoo,Blue Fang ,HandyGames ,Não,121,Mostly Positive,1,Sim,Não,30 Oct 2009,1,0,0,,,,,"24,99"
Hold Your Own,DistrictWare inc. ,DistrictWare inc. ,Sim,361,Mixed,1,Sim,Sim,1 Dec 2017,1,1,0,outros,8,NVIDIA-GTX-780-TI,6,"28,99"
Acquisition War,RJ Studio ,RJ Studio ,Sim,41,Mostly Positive,1,Sim,Não,7 Sep 2020,2,2,2,,,,,"14,49"
"Orb Labs, Inc.",Next Friday Interactive ,Next Friday Interactive ,Não,21,Mostly Positive,1,Não,Não,11 Jun 2018,1,0,1,INTEL-CORE-I5-4590,8,NVIDIA-GEFORCE-GTX-1060,8,"18,59"
Deus Ex: The Fall,Square Enix ,Square Enix ,Não,2804,Mixed,1,Sim,Não,18 Mar 2014,5,1,5,outros,4,GEFORCE-500,4,"16,99"
Evochron Mercenary,StarWraith 3D Games LLC ,StarWraith 3D Games LLC ,Sim,376,Mostly Positive,1,Não,Sim,16 Jan 2012,1,1,0,,,,,"37,99"
Beacon,Monothetic LLC ,Monothetic LLC ,Sim,29,Mostly Positive,1,Sim,Não,27 Feb 2019,1,1,0,,,,,"37,99"
Survival Camp,Skeleton Star Game ,Skeleton Star Game ,Sim,164,Mixed,1,Não,Não,31 Dec 2019,2,0,0,,,,,"30,99"
Nomads of the Fallen Star,Huy Phan ,Huy Phan ,Sim,34,Mostly Positive,1,Não,Não,30 Jan 2019,1,0,1,,,,,"26,99"
Jet Set Knights,FobTi interactive ,FobTi interactive ,Sim,39,Mostly Positive,1,Sim,Sim,1 Jan 2016,1,1,1,outros,2,GEFORCE-600,0.2,"19,99"
"Nancy Drew® Dossier: Lights, Camera, Curses!",HeR Interactive ,HeR Interactive ,Não,30,Mixed,1,Não,Não,1 Nov 2008,1,0,0,,,,,"14,49"
Split Of Knight,H-GAME ,H-GAME ,Não,20,Mostly Positive,1,Não,Não,10 Nov 2017,1,0,1,,,,,"4,49"
Empress Of The Deep 2: Song Of The Blue Whale,Gogii Games ,Strategy First ,Não,67,Mostly Positive,1,Não,Não,11 Jun 2007,1,1,0,,,,,"10,49"
死亡旅店 / Death Inn,橙光游戏 ,橙光游戏 ,Sim,27,Mostly Positive,1,Não,Não,27 Jun 2019,2,0,1,outros,,outros,0.001,"8,69"
Chronicle of Innsmouth,"Umberto Parisi (rmonic79), Amedeo Vasaturo (meovas) ",Psychodev ,Não,112,Mostly Positive,1,Não,Não,5 May 2017,3,1,3,outros,1,outros,1,"26,89"
_dive,- 77% of the 44 user reviews for this game are positive.,lower third ,Sim,Mostly,Mostly Positive,1,Não,Não,5 Jul 2018,1,1,1,,,,,"4,49"
Warfare,GFI Russia ,Game Factory Interactive ,Não,74,Mostly Positive,1,Não,Não,20 Nov 2008,1,0,0,,,,,"25,99"
Axis Football 2019,Axis Games ,Axis Games ,Sim,108,Mostly Positive,3,Sim,Sim,27 Sep 2019,1,1,0,,,,,"37,99"
DwarfCorp,Completely Fair Games LLC ,Completely Fair Games LLC ,Sim,137,Mixed,3,Não,Não,1 Feb 2019,1,1,1,outros,4,outros,1,"27,89"
Food Truck VR,"Gambit Games Studio, LLC ","Gambit Games Studio, LLC ",Não,16,Mostly Positive,1,Não,Não,11 Jul 2018,1,1,1,,,,,"24,89"
The Queen of Blackwood High,RhinoGearz ,RhinoGearz ,Sim,18,Mostly Positive,3,Não,Não,15 Feb 2019,1,0,0,,,,,"10,89"
Rugby League Team Manager 2018,Alternative Software Ltd ,Alternative Software Ltd ,Não,40,Mostly Positive,2,Sim,Não,13 Oct 2017,1,1,0,,,,,"72,99"
Awkward,Snap Finger Click ,Snap Finger Click ,Sim,14,Mixed,1,Não,Não,4 Jun 2018,1,1,1,,,,,"24,99"
Urlaubsflug Simulator – Holiday Flight Simulator,Caipirinha Games ,SimWare Simulations ,Não,75,Mixed,1,Sim,Não,13 Apr 2017,4,1,0,,,,,"30,95"
Riding Out,UnexEvo ,UnexEvo ,Não,102,Mixed,1,Não,Sim,24 Dec 2015,2,2,2,outros,6,GEFORCE-GTX-9,34,"36,99"
Diesel Express VR,Lazylab Games ,Lazylab Games ,Não,14,Mostly Positive,1,Não,Não,23 Jan 2019,1,0,0,outros,16,NVIDIA-GTX-1070,3,"19,99"
Ruzar - The Life Stone,Hammer Glass Studio ,Hammer Glass Studio ,Não,94,Mostly Positive,3,Não,Não,2 Dec 2015,5,0,0,outros,4,GEFORCE-GTX-560,1,"26,89"
Voidship: The Long Journey,Cydonian Games ,"Cydonian Games, Levsha ",Sim,71,Mostly Positive,1,Sim,Não,8 Feb 2019,2,1,0,outros,4,outros,0.2,"22,79"
Grunt1914,Aligned Games ,Aligned Games ,Sim,13,Mostly Positive,1,Não,Sim,1 May 2019,1,1,0,outros,8,NVIDIA-GEFORCE-GTX-970,7,"24,89"
Titeuf: Mega Party,Balio Studio ,Microids ,Não,12,Mostly Positive,2,Sim,Sim,21 Nov 2019,5,2,5,,,,,"57,99"
WHEEL TRAVEL,TrailAscender ,TrailAscender ,Sim,14,Mostly Positive,1,Não,Não,18 Apr 2019,2,0,0,,,,,"20,69"
Aztez,Team Colorblind ,Team Colorblind ,Sim,113,Mostly Positive,3,Sim,Não,1 Aug 2017,1,1,1,outros,4,NVIDIA-GTX-660,,"36,99"
记忆重构/Memories,百恩互娱 ,百恩互娱 ,Sim,142,Mostly Positive,2,Não,Não,14 Aug 2019,6,1,6,,,,,"4,49"
Goblin's Shop,CYCLOPS ,CYCLOPS ,Sim,48,Mostly Positive,1,Não,Não,16 Nov 2018,3,0,3,,,,,"20,69"
Rover Builder,Hatfuls Games ,Hatfuls Games ,Sim,44,Mostly Positive,1,Não,Não,14 Sep 2017,1,0,0,outros,8,NVIDIA-GEFORCE-GTX-770,4,"19,99"
SEASON OF MYSTERY: The Cherry Blossom Murders,SQUARE ENIX ,Square Enix ,Não,200,Mostly Positive,1,Não,Não,3 Feb 2010,5,0,0,,,,,"8,49"
BLADESTORM: Nightmare,"KOEI TECMO GAMES CO., LTD. ","KOEI TECMO GAMES CO., LTD. ",Não,295,Mixed,1,Não,Não,28 May 2015,2,2,2,outros,4,outros,12,"105,99"
Making History: The Calm & the Storm,Muzzy Lane ,Strategy First ,Não,525,Mostly Positive,1,Sim,Sim,13 Mar 2007,1,0,0,,,,,"10,49"
Tender Loving Care,Aftermath Media ,Nightdive Studios ,Não,85,Mostly Positive,1,Não,Não,1 Jan 1998,1,1,0,outros,0.512,outros,0.75,"11,99"
Downward Spiral: Horus Station,3rd Eye Studios ,3rd Eye Studios ,Não,86,Mostly Positive,1,Não,Não,31 May 2018,8,8,8,outros,4,outros,10,"36,99"
Goblins of Elderstone,Lost Goblin ,Lost Goblin ,Sim,99,Mixed,1,Não,Não,9 Jan 2018,1,1,0,outros,16,GEFORCE-960,0.4,"37,99"
Tea Party Simulator 2015™,"Liens, Power Up to Maximum ","Liens, Power Up to Maximum ",Não,82,Mostly Positive,3,Sim,Não,23 Apr 2015,1,1,1,,,,,"20,69"
Bowl Bound College Football,Grey Dog Software ,Viva Meda ,Não,80,Mixed,1,Não,Não,3 Sep 2015,1,1,1,,,,,"36,99"
Nightmare Adventures: The Turning Thorn,Ghost Ship Studios ,Big Fish Games ,Não,10,Mostly Positive,1,Não,Não,17 Apr 2017,1,1,1,,,,,"14,49"
ARSLAN: THE WARRIORS OF LEGEND,"KOEI TECMO GAMES CO., LTD. ","KOEI TECMO GAMES CO., LTD. ",Não,167,Mostly Positive,1,Não,Não,9 Feb 2016,2,1,2,outros,4,outros,11,"105,99"
Eden Rising,"Nvizzio Creations, Meridian4 ",The Wall Productions Inc. ,Sim,1298,Mixed,1,Não,Sim,17 May 2019,6,6,6,outros,16,GEFORCE-GTX-1060,5,Free To Play
Werewolves Within™,Ubisoft ,Ubisoft ,Não,114,Mixed,1,Não,Sim,6 Dec 2016,7,7,0,,,,,"59,99"
Beyond Enemy Lines 2,Polygon Art ,Polygon Art ,Sim,28,Mixed,1,Sim,Sim,8 Aug 2019,3,1,3,INTEL-CORE-I7-4790K,12,GEFORCE-GTX-1070,50,"47,49"
Words for Evil,Dylan Loney ,Dylan Loney ,Sim,319,Mostly Positive,2,Sim,Não,12 Aug 2014,1,1,1,,,,,"6,29"
CONSORTIUM: The Tower,Interdimensional Games Inc ,Interdimensional Games Inc ,Sim,16,Mostly Positive,1,Sim,Não,21 Sep 2017,1,1,1,,,,,"45,99"
.T.E.S.T: Expected Behaviour — Sci-Fi 3D Puzzle Quest,Veslo Games ,Veslo Games ,Sim,64,Mostly Positive,2,Sim,Não,3 May 2018,6,6,6,INTEL-CORE-2-,2,NVIDIA-GEFORCE-GTX-460,3,"12,39"
Baezult 2,Atapki ,Atapki ,Não,15,Positive,1,Não,Não,6 Feb 2017,1,0,0,,,,,"10,49"
96 Mill,Ethereal Darkness Interactive ,Strategy First ,Sim,32,Positive,1,Não,Não,26 Jan 2017,1,1,0,,,,,"11,99"
Necroball,King Crow Studios ,King Crow Studios ,Sim,10,Positive,3,Não,Não,9 Jan 2017,1,0,0,,,,,"15,99"
Ship It,Think On Labs ,Think On Labs ,Não,11,Positive,1,Não,Não,14 Oct 2016,1,1,1,INTEL-CORE-I7-6700,8,GEFORCE-GTX-980,,"19,99"
Kite,Lab Cat games ,Lab Cat Games ,Sim,15,Positive,1,Não,Não,7 Mar 2018,1,1,1,outros,8,outros,0.2,"19,99"
Tetradecagon,- 83% of the 12 user reviews for this game are positive.,Geojitsu ,Sim,Positive,Positive,3,Sim,Não,11 Jul 2016,1,0,0,,,,,"10,49"
Shiperoids,Frizzank ,Frizzank ,Sim,16,Positive,1,Não,Não,30 Jul 2017,1,1,0,,,,,"2,19"
The Final Specimen: Arrival,Gigantoraptor Games ,Video Game Music Studios ,Sim,21,Positive,1,Sim,Não,2 Mar 2017,27,1,27,outros,3,outros,1,"19,99"
High Noon Revolver,Mike Studios ,Spaceboy Games ,Sim,11,Positive,1,Não,Não,25 Jan 2017,1,0,0,outros,2,outros,0.02,"10,49"
Fat Mask,Paper Cult ,Paper Cult ,Sim,18,Positive,1,Sim,Sim,15 May 2017,10,0,0,outros,4,outros,1,"19,99"
CloudBound,Silicon Storm ,Silicon Storm ,Não,45,Positive,1,Não,Não,7 Sep 2016,1,1,1,,,,,"13,99"
Shiperoids,Frizzank ,Frizzank ,Sim,16,Positive,1,Não,Não,30 Jul 2017,1,1,0,,,,,"2,19"
Ship It,Think On Labs ,Think On Labs ,Não,11,Positive,1,Não,Não,14 Oct 2016,1,1,1,INTEL-CORE-I7-6700,8,GEFORCE-GTX-980,,"19,99"
Kite,Lab Cat games ,Lab Cat Games ,Sim,15,Positive,1,Não,Não,7 Mar 2018,1,1,1,outros,8,outros,0.2,"19,99"
Tetradecagon,- 83% of the 12 user reviews for this game are positive.,Geojitsu ,Sim,Positive,Positive,3,Sim,Não,11 Jul 2016,1,0,0,,,,,"10,49"
Boxplosion,DNV ,DNV ,Não,11,Positive,1,Não,Não,15 Jan 2018,1,0,0,,,,,"15,99"
Light Fantastik,Hayali ,Hayali ,Sim,21,Positive,1,Não,Não,12 Mar 2018,4,0,4,,,,,"8,69"
The Royal Cosmonautical Society,Chromosphere Games ,Chromosphere Games ,Sim,11,Positive,2,Não,Não,10 Aug 2017,1,1,1,,,,,"13,99"
Dracula: Vampires vs. Zombies,Avatarico ,Avatarico ,Não,20,Positive,1,Não,Não,8 Aug 2017,10,5,0,INTEL-CORE-I7-6700K,16,outros,6,"27,99"
Spaceguard 80,Draftline Games ,Draftline Games ,Sim,14,Positive,1,Não,Não,20 Jun 2018,3,3,3,,,,,"4,49"
跳跃2/LeapII,ChiHeBang Studio ,ChiHeBang Studio ,Sim,12,Positive,1,Não,Não,4 Nov 2019,2,0,2,,,,,"10,89"
การิน ปริศนาคดีอาถรรพ์ the game : ตอนพิธีเปลี่ยนชีพ,Ma-mu-i ,Punica ,Não,11,Positive,2,Não,Não,13 Jun 2018,2,0,1,,,,,"22,79"
Urban - Episode 1,Burakku ,Burakku ,Sim,10,Positive,1,Não,Não,28 Jun 2018,1,1,1,outros,8,,3,"26,89"
Crazy Appliances 疯狂电器,PopTea Games ,PopTea Games ,Sim,11,Positive,1,Não,Não,6 Feb 2018,2,0,2,outros,2,outros,0.1,"10,89"
Portal Journey: Portarius,Dmitry Poznukhov ,Dmitry Poznukhov ,Sim,17,Positive,3,Sim,Não,26 Apr 2018,27,0,0,,,,,"6,49"
Battle Shapes,Kawaiisun Games ,Kawaiisun Games ,Sim,11,Positive,1,Não,Não,4 Jan 2019,1,1,1,,,,,"10,89"
Disparity,tamationgames ,tamationgames ,Sim,22,Positive,1,Não,Não,5 Oct 2017,1,0,0,outros,4,,0.4,"2,19"
绝境幸存者 Escape Zombie Land,Forty Avenue games ,Easy Entertainment ,Sim,23,Positive,2,Não,Não,20 Dec 2017,2,0,2,INTEL-CORE-I5-2,4,outros,1,"16,59"
Maze Of Adventures,"OCP, Yuri Chuchmay ",OCP ,Sim,19,Positive,1,Sim,Não,17 Jan 2018,2,0,2,,,,,"20,69"
Super Gravity Ball,Upside Down Bird ,Upside Down Bird ,Sim,11,Positive,3,Sim,Não,1 Feb 2018,5,0,0,,,,,"20,69"
MuX,Decochon ,Decochon ,Não,10,Positive,1,Não,Não,18 Dec 2017,1,1,1,outros,4,outros,,"37,99"
The Flesh God,Nuberu Games ,Nuberu Games ,Sim,10,Positive,1,Não,Não,2 Nov 2017,1,1,1,outros,4,GEFORCE-460,0.5,"6,49"
Nowhere Station,Other Side Worlds ,Other Side Worlds ,Sim,11,Positive,1,Não,Não,29 Mar 2019,1,0,0,,,,,"16,59"
They Are Beasts,Tarakan Game Studio ,Tarakan Game Studio ,Sim,27,Positive,1,Não,Não,1 Oct 2019,2,2,2,,,,,"10,89"
神谋,个人制作 ,个人制作 ,Sim,17,Positive,1,Não,Não,11 Jun 2019,2,1,1,,8,,0.5,"4,49"
Legacy of Lina,Bks ,Bks ,Sim,10,Positive,1,Sim,Não,2 Nov 2018,1,0,1,,,,,"6,49"
B画少说,PioGame ,FatFaceCat ,Sim,12,Positive,1,Não,Não,14 Feb 2019,2,0,0,outros,4,outros,1,"14,49"
T.A.P.,Anti-Ded GameDev ,Anti-Ded GameDev ,Não,14,Positive,1,Sim,Não,31 Jan 2019,4,4,4,outros,3.072,NVIDIA-970,4,"16,59"
Tiki Trials,Last Minute Entertainment ,Last Minute Entertainment ,Sim,10,Positive,1,Não,Não,29 Apr 2019,1,0,0,,4,outros,0.8,"12,39"
COMBAT INSTINCT,Prism Interactive Entertainment Inc. ,Prism Interactive Entertainment Inc. ,Não,10,Positive,1,Não,Não,19 Oct 2017,9,9,9,outros,8,outros,11,"28,99"
Photonic Distress,GRIP420 ,GRIP420 Germany UG (haftungsbeschraenkt) ,Sim,29,Positive,1,Não,Não,3 Aug 2018,1,0,0,outros,16,NVIDIA-GTX-1060,11,"14,49"
Text Wormhole,Elknight ,Elknight ,Sim,19,Positive,1,Não,Não,2 Nov 2017,1,1,1,,,,,"14,49"
Armoured Alliance,WobblyTrout ,WobblyTrout ,Não,11,Positive,3,Sim,Sim,8 Feb 2019,1,0,0,,,,,"22,79"
灵界  Sprites（测试版）,秀儿工作室 ,秀儿工作室 ,Sim,16,Positive,1,Não,Não,25 Apr 2018,1,0,1,INTEL-CORE-I5-4590,3,GEFORCE-GTX-970,2,"22,60"
Unishroom,Hamdan Hamid ,Hamdan Hamid ,Não,10,Positive,1,Não,Não,21 May 2019,1,1,1,,,,,"6,49"
SwordBounce,GogglesKitty ,GogglesKitty ,Sim,13,Positive,1,Sim,Não,19 May 2018,1,0,0,,,,,"10,89"
PuzzGun,"Aleksi Rajamäki, Matias Rajamäki ",Codera ,Sim,12,Positive,1,Sim,Não,9 May 2018,1,0,1,,,,,"6,49"
Battle Shapes,Kawaiisun Games ,Kawaiisun Games ,Sim,11,Positive,1,Não,Não,4 Jan 2019,1,1,1,,,,,"10,89"
Maze Of Adventures,"OCP, Yuri Chuchmay ",OCP ,Sim,19,Positive,1,Sim,Não,17 Jan 2018,2,0,2,,,,,"20,69"
Super Gravity Ball,Upside Down Bird ,Upside Down Bird ,Sim,11,Positive,3,Sim,Não,1 Feb 2018,5,0,0,,,,,"20,69"
The Flesh God,Nuberu Games ,Nuberu Games ,Sim,10,Positive,1,Não,Não,2 Nov 2017,1,1,1,outros,4,GEFORCE-460,0.5,"6,49"
绝境幸存者 Escape Zombie Land,Forty Avenue games ,Easy Entertainment ,Sim,23,Positive,2,Não,Não,20 Dec 2017,2,0,2,INTEL-CORE-I5-2,4,outros,1,"16,59"
Break The Targets,Q'Prod ,Q'Prod ,Sim,25,Positive,1,Não,Não,21 Jun 2018,5,0,0,,,,,"10,89"
Trenchlore,Cameron Downey ,Cameron Downey ,Não,11,Positive,1,Sim,Não,7 Aug 2020,1,0,0,,,,,"20,69"
Alone in the Dark 2,Infogrames ,THQ Nordic ,Não,34,Positive,1,Não,Não,25 Sep 1994,5,1,5,,1,outros,2,"27,99"
Cube Zone,Blazewing ,Blazewing ,Sim,12,Positive,3,Sim,Não,15 May 2018,5,0,0,INTEL-CORE-I5-,4,outros,0.2,"10,89"
Cube Zone,Blazewing ,Blazewing ,Sim,12,Positive,3,Sim,Não,15 May 2018,5,0,0,INTEL-CORE-I5-,4,outros,0.2,"10,89"
Giga Girl,"Outgunned Games, Invisible tile ",Outgunned Games ,Sim,18,Positive,1,Não,Não,23 Mar 2016,4,0,0,,,,,"6,29"
Dare Course,Arcane Bay Labs ,Arcane Bay Labs ,Sim,14,Positive,2,Não,Não,29 Jul 2018,10,0,0,,,,,"24,89"
Metro Warp,Another Yeti ,Another Yeti ,Não,11,Positive,3,Não,Não,5 Aug 2015,12,0,0,,,,,"10,89"
Pozzo Jello Crusade,"GZ Storm, Lazrael ",Tales of Game's Presents ,Sim,15,Positive,1,Não,Não,1 Sep 2016,1,1,1,outros,2,outros,0.03,"6,29"
Respawn Man,Evan (Solidplasma) Peiperl ,Solidplasma Studios LLC ,Sim,19,Positive,2,Não,Não,21 Dec 2015,1,0,0,outros,4,outros,0.115,"6,49"
Geneforge 3,Spiderweb Software ,Spiderweb Software ,Sim,34,Positive,1,Não,Não,1 Apr 2005,1,0,0,,,,,"36,99"
Mike Dies,Psydra Games LLC ,Psydra Games LLC ,Sim,20,Positive,1,Sim,Não,23 Feb 2018,1,1,1,,,,,"27,99"
MarksmanVR,Jaemoon Choi ,Jaemoon Choi ,Não,13,Positive,1,Não,Não,17 May 2017,1,1,0,outros,16,outros,8,"20,69"
Starsphere,Julia Games ,Julia Games ,Sim,11,Positive,1,Não,Não,26 Oct 2015,2,0,0,outros,1,outros,0.206,"8,69"
Botlike - a robot's rampage,Binji ,Binji ,Sim,28,Positive,1,Não,Não,14 Sep 2017,1,1,1,outros,4,GEFORCE-GTX-750-TI,3,"19,99"
Tsukumogami,TORaIKI ,Fruitbat Factory ,Sim,16,Positive,1,Sim,Não,31 May 2012,2,1,0,outros,2,,0.512,"57,99"
Moss Destruction,Shotgun with Glitters ,Shotgun with Glitters ,Sim,11,Positive,3,Não,Não,1 Mar 2019,1,0,0,,,,,"20,69"
R-COIL,Vector Hat ,Vector Hat ,Sim,18,Positive,3,Não,Não,5 Feb 2018,1,1,0,,,,,"10,89"
Fractured Soul,Endgame Studios ,Endgame Studios ,Sim,13,Positive,1,Não,Não,5 Feb 2015,1,0,0,outros,1,outros,0.75,"19,99"
LogiGun,Alfred Lam ,Alfred Lam ,Sim,24,Positive,1,Não,Não,1 Aug 2012,1,0,1,,,,,"10,89"
Orborun,Tiny Lab Productions ,Digerati ,Sim,13,Positive,3,Não,Não,5 Sep 2014,1,0,0,,,,,"11,99"
Rocket Wars,Rooftop Panda ,Rooftop Panda ,Sim,12,Positive,2,Não,Sim,15 Jun 2017,4,0,0,outros,4,NVIDIA-GTX-660,0.4,"20,69"
DoomAI,ZNY ,ZNY ,Sim,21,Positive,1,Não,Não,3 May 2019,2,1,1,outros,8,outros,4,"10,89"
Defend The Highlands,Kilted Camel ,KISS ltd ,Sim,42,Positive,3,Não,Não,6 Nov 2015,1,1,1,outros,2,GEFORCE-8800,0.7,"19,99"
Overpower,Hydrant Games ,Hydrant Games ,Sim,25,Positive,2,Não,Não,20 Apr 2016,4,1,0,outros,8,NVIDIA-GEFORCE-GTX-970,3,"17,99"
Invasion,brutalsoft ,brutalsoft ,Sim,11,Positive,1,Sim,Não,15 Jun 2018,1,0,1,,,,,"6,49"
Glow,Impetus Games ,Impetus Games ,Sim,11,Positive,1,Não,Não,14 Oct 2016,1,0,0,outros,1,GEFORCE-GTX-980,0.5,"10,49"
Bret Airborne,Machine 22 ,Machine 22 ,Sim,10,Positive,1,Não,Não,9 Apr 2013,1,0,1,,,,,"10,49"
stratO,Mark Chong ,Mark Chong ,Sim,30,Positive,1,Não,Não,1 Jun 2015,1,0,0,outros,8,GEFORCE-660-TI,0.1,"10,89"
GraveRun,- 100% of the 11 user reviews for this game are positive.,W@ Games ,Sim,Positive,Positive,1,Não,Sim,21 Sep 2016,2,0,2,,,,,"16,59"
Pivot Pilot,Niko Kivilahti ,Niko Kivilahti ,Sim,17,Positive,1,Não,Não,6 Jan 2017,1,0,1,,,,,"10,89"
Kromaia,Kraken Empire ,Rising Star Games ,Sim,35,Positive,1,Sim,Não,23 Oct 2014,8,0,8,outros,4,outros,0.2,"36,99"
Brute,MGFM ,MGFM ,Sim,14,Positive,1,Não,Não,17 May 2017,1,27,0,,,,,"13,99"
Glow,Impetus Games ,Impetus Games ,Sim,11,Positive,1,Não,Não,14 Oct 2016,1,0,0,outros,1,GEFORCE-GTX-980,0.5,"10,49"
Bret Airborne,Machine 22 ,Machine 22 ,Sim,10,Positive,1,Não,Não,9 Apr 2013,1,0,1,,,,,"10,49"
Project Temporality,Defrost Games ,Defrost Games ,Sim,27,Positive,1,Sim,Não,20 May 2014,2,0,2,outros,2.048,GEFORCE-460,0.6,"27,99"
Geneforge 2,Spiderweb Software ,Spiderweb Software ,Sim,47,Positive,1,Não,Não,1 Jul 2003,1,0,0,,,,,"36,99"
Geneforge 4: Rebellion,Spiderweb Software ,Spiderweb Software ,Sim,28,Positive,1,Não,Não,1 Nov 2006,1,0,0,,,,,"36,99"
Pixel Girl 像素女孩,hongjigame.com ,hongjigame.com ,Sim,25,Positive,1,Não,Não,21 Sep 2018,2,0,2,outros,8,outros,0.2,"10,89"
MarksmanVR,Jaemoon Choi ,Jaemoon Choi ,Não,13,Positive,1,Não,Não,17 May 2017,1,1,0,outros,16,outros,8,"20,69"
Vintage Year,Nooner Bear Studio LLC ,Nooner Bear Studio LLC ,Sim,29,Positive,1,Não,Não,2 Jan 2015,6,0,6,,,,,"8,69"
Prompt,Peter Gutenko ,Peter Gutenko ,Sim,41,Positive,3,Não,Não,6 Jul 2015,1,0,0,,,,,"10,89"
Metro Warp,Another Yeti ,Another Yeti ,Não,11,Positive,3,Não,Não,5 Aug 2015,12,0,0,,,,,"10,89"
Dungeon Highway,Substantial ,Substantial ,Sim,22,Positive,3,Não,Não,23 Mar 2015,1,0,0,,,,,"8,39"
Clash of Puppets,Drakkar Dev ,Crescent Moon Games ,Sim,12,Positive,1,Não,Não,16 Dec 2014,4,0,0,,,,,"10,49"
StickyBots,Potion Games ,Potion Games ,Sim,13,Positive,2,Não,Não,21 Nov 2018,1,0,0,INTEL-CORE-I5-,1,GEFORCE-GTX-275,1,"18,59"
Quarries of Scred,Hammerspace Games ,Hammerspace Games ,Sim,21,Positive,1,Não,Não,22 Apr 2015,1,0,0,,,,,"12,39"
Wallace & Gromit’s Grand Adventures,Telltale ,Athlon Games ,Não,12,Positive,1,Sim,Não,23 Mar 2009,6,1,0,,,,,"28,99"
Sonic The Hedgehog,SEGA ,SEGA ,Não,26,Positive,3,Sim,Não,26 Oct 2010,1,0,0,,,,,"10,49"
Sonic 3 & Knuckles,SEGA ,SEGA ,Não,18,Positive,3,Sim,Sim,26 Jan 2011,1,0,0,,,,,"10,49"
Train Simulator: East Coast Main Line London-Peterborough Route Add-On,Dovetail Games ,Dovetail Games - Trains ,Não,17,Positive,1,Não,Não,5 Dec 2013,1,0,0,,,,,"72,99"
Moss Destruction,Shotgun with Glitters ,Shotgun with Glitters ,Sim,11,Positive,3,Não,Não,1 Mar 2019,1,0,0,,,,,"20,69"
Breaking Fast,Tale Studios ,Tale Studios ,Sim,16,Positive,3,Não,Não,8 Jun 2017,10,0,0,,,,,"19,99"
Monster Puzzle,Flynn's Arcade ,Flynn's Arcade ,Sim,12,Positive,3,Não,Não,8 Dec 2016,1,0,0,,,,,"10,89"
Shining Force,SEGA ,SEGA ,Não,10,Positive,3,Sim,Não,26 Jan 2011,1,0,0,,,,,"2,19"
Sonic The Hedgehog 2,SEGA ,SEGA ,Não,12,Positive,3,Sim,Sim,26 Jan 2011,1,0,0,,,,,"10,49"
Streets of Rage,SEGA ,SEGA ,Não,10,Positive,3,Não,Não,26 Jan 2011,1,0,0,,,,,"2,19"
Project Temporality,Defrost Games ,Defrost Games ,Sim,27,Positive,1,Sim,Não,20 May 2014,2,0,2,outros,2.048,GEFORCE-460,0.6,"27,99"
Pixel Girl 像素女孩,hongjigame.com ,hongjigame.com ,Sim,25,Positive,1,Não,Não,21 Sep 2018,2,0,2,outros,8,outros,0.2,"10,89"
Dungeon Highway,Substantial ,Substantial ,Sim,22,Positive,3,Não,Não,23 Mar 2015,1,0,0,,,,,"8,39"
StarWheels,Black Smokers Entertainment ,Black Smokers Entertainment ,Sim,11,Positive,1,Não,Sim,19 Jun 2019,1,1,0,INTEL-CORE-I3-530,8,outros,1,"20,69"
